"UF","COD. UF","COD. MUNIC","NOME DO MUNICÍPIO","POPULAÇÃO ESTIMADA"
"PA",15,"07102","São Caetano de Odivelas",17563
"PB",25,"04900","Cruz do Espírito Santo",17559
"SP",35,"18503","Guareí",17551
"SC",42,"11207","Morro da Fumaça",17532
"BA",29,"20205","Malhada",17526
"SC",42,"17501","Seara",17526
"BA",29,"00405","Água Fria",17508
"BA",29,"30808","Souto Soares",17503
"CE",23,"12106","Santana do Cariri",17489
"SC",42,"05803","Garuva",17479
"AC",12,"00807","Porto Acre",17459
"PA",15,"02772","Curionópolis",17453
"MA",21,"01301","Bacuri",17435
"RS",43,"21105","Tapes",17425
"RO",11,"00080","Costa Marques",17400
"PI",22,"10409","São Miguel do Tapuio",17395
"SP",35,"14908","Elias Fausto",17393
"PA",15,"05403","Ourém",17356
"BA",29,"32606","Urandi",17356
"AL",27,"01704","Capela",17354
"BA",29,"00355","Adustina",17349
"AC",12,"00252","Epitaciolândia",17340
"PI",22,"00509","Amarante",17322
"BA",29,"06824","Canudos",17316
"PR",41,"07603","Faxinal",17306
"SE",28,"04003","Maruim",17297
"PR",41,"14401","Mangueirinha",17269
"PR",41,"05706","Clevelândia",17250
"PA",15,"01451","Belterra",17249
"BA",29,"12905","Ibirataia",17221
"SP",35,"43006","Ribeirão Branco",17220
"CE",23,"00408","Aiuaba",17194
"PR",41,"06308","Corbélia",17193
"RS",43,"12658","Não-Me-Toque",17185
"BA",29,"10859","Filadélfia",17176
"PR",41,"03453","Cafelândia",17175
"ES",32,"03130","João Neiva",17168
"PB",25,"03506","Cacimba de Dentro",17156
"BA",29,"22706","Nova Canaã",17141
"BA",29,"04050","Bonito",17131
"PI",22,"00202","Água Branca",17119
"SP",35,"51900","Severínia",17115
"SP",35,"28007","Macatuba",17111
"PR",41,"21406","Realeza",17111
"RS",43,"00109","Agudo",17085
"MG",31,"27008","Fronteira",17072
"RS",43,"09001","Giruá",17069
"SP",35,"23305","Itariri",17062
"MA",21,"01251","Bacabeira",17053
"CE",23,"08609","Monsenhor Tabosa",17038
"PE",26,"08008","Jataúba",17026
"MA",21,"08900","Poção de Pedras",17023
"PB",25,"00809","Araçagi",17003
"SP",35,"40804","Potirendaba",17002
"SC",42,"14003","Presidente Getúlio",16996
"PR",41,"27205","Terra Boa",16991
"CE",23,"00705","Alto Santo",16976
"AM",13,"04302","Urucará",16968
"MT",51,"06372","Pedra Preta",16965
"PB",25,"16300","Sumé",16957
"SC",42,"13708","Pouso Redondo",16957
"MG",31,"38609","Lima Duarte",16910
"MA",21,"06631","Matões do Norte",16908
"MT",51,"07701","Rosário Oeste",16908
"MG",31,"51701","Poço Fundo",16903
"SP",35,"45001","Salesópolis",16903
"GO",52,"06404","Crixás",16893
"BA",29,"24504","Pindaí",16889
"MS",50,"06903","Porto Murtinho",16879
"RR",14,"00175","Cantá",16877
"PE",26,"07802","Itaquitinga",16859
"BA",29,"13002","Ibitiara",16855
"RR",14,"00308","Mucajaí",16852
"SP",35,"04602","Bady Bassitt",16843
"SP",35,"08108","Buritama",16841
"BA",29,"09208","Coronel João Sá",16814
"BA",29,"01155","América Dourada",16798
"BA",29,"12301","Ibicuí",16796
"SP",35,"11706","Charqueada",16772
"MG",31,"69000","Tocantins",16766
"RS",43,"19406","São Pedro do Sul",16763
"RO",11,"00346","Alvorada D'Oeste",16747
"MA",21,"06409","Mata Roma",16745
"CE",23,"10902","Piquet Carneiro",16731
"SC",42,"15505","Santa Cecília",16701
"SC",42,"08401","Itapiranga",16683
"SP",35,"38105","Pindorama",16656
"MA",21,"04008","Esperantinópolis",16653
"BA",29,"03607","Biritinga",16653
"RS",43,"08904","Getúlio Vargas",16648
"MG",31,"45109","Nova Resende",16645
"SP",35,"37008","Pedregulho",16645
"MG",31,"52402","Poté",16641
"MG",31,"10905","Campanha",16627
"PR",41,"02901","Bituruna",16627
"BA",29,"15007","Itaeté",16586
"MA",21,"04602","Governador Eugênio Barros",16582
"PR",41,"27304","Terra Rica",16578
"ES",32,"03346","Marechal Floriano",16545
"CE",23,"00150","Acarape",16543
"PR",41,"16208","Morretes",16540
"TO",17,"20903","Taguatinga",16530
"PA",15,"01576","Bom Jesus do Tocantins",16517
"MT",51,"07065","Querência",16512
"PR",41,"26504","Sertanópolis",16485
"MG",31,"47600","Passa Quatro",16470
"SC",42,"10605","Massaranduba",16455
"SC",42,"04251","Cocal do Sul",16446
"MG",31,"53905","Raposos",16390
"MA",21,"06375","Maranhãozinho",16366
"PR",41,"27601","Tijucas do Sul",16348
"AM",13,"01654","Guajará",16339
"CE",23,"11959","Salitre",16331
"MA",21,"05476","Jenipapo dos Vieiras",16321
"RS",43,"15503","Restinga Sêca",16315
"BA",29,"03276","Barrocas",16296
"BA",29,"13408","Igaporã",16283
"SE",28,"01504","Carmópolis",16275
"CE",23,"04459","Fortim",16272
"SC",42,"12106","Palmitos",16253
"MG",31,"12604","Capinópolis",16250
"RS",43,"16600","Sananduva",16237
"MT",51,"01258","Araputanga",16223
"PA",15,"04976","Nova Ipixuna",16221
"SP",35,"01004","Altinópolis",16219
"PE",26,"08701","Lagoa dos Gatos",16218
"MA",21,"02077","Bom Lugar",16214
"MA",21,"03554","Conceição do Lago-Açu",16192
"RO",11,"01401","Monte Negro",16186
"RS",43,"20404","Serafina Corrêa",16184
"MG",31,"57906","Santa Margarida",16173
"CE",23,"10803","Pereiro",16163
"SP",35,"52700","Tabatinga",16159
"AP",16,"00709","Tartarugalzinho",16112
"BA",29,"05156","Caetanos",16106
"MG",31,"08552","Brasilândia de Minas",16105
"MG",31,"70529","Urucuia",16095
"PB",25,"11301","Piancó",16091
"MG",31,"62807","São João Evangelista",16083
"MG",31,"33758","Itaú de Minas",16082
"AL",27,"00508","Barra de Santo Antônio",16064
"PR",41,"04402","Cândido de Abreu",16059
"BA",29,"23050","Novo Triunfo",16037
"BA",29,"30402","Serra Preta",16036
"BA",29,"18753","Lagoa Real",16029
"SP",35,"15400","Fartura",16028
"MA",21,"05906","Lago Verde",16025
"MA",21,"05351","Itaipava do Grajaú",16009
"BA",29,"18506","Jussara",16006
"PR",41,"01903","Assaí",15999
"PE",26,"08206","Joaquim Nabuco",15989
"MT",51,"07008","Poxoréu",15985
"PR",41,"04428","Candói",15978
"PR",41,"26801","Tapejara",15962
"PA",15,"01006","Aveiro",15947
"MA",21,"08058","Paulino Neves",15937
"MG",31,"56809","Sabinópolis",15936
"CE",23,"13559","Tururu",15935
"RR",14,"00050","Alto Alegre",15933
"SP",35,"21309","Ipuã",15932
"MG",31,"27800","Grão Mogol",15931
"MG",31,"49804","Perdizes",15925
"AM",13,"00029","Alvarães",15908
"MA",21,"05609","Joselândia",15891
"MT",51,"05606","Matupá",15870
"RN",24,"14001","Tangará",15866
"MA",21,"10278","Santo Amaro do Maranhão",15853
"PR",41,"04600","Capitão Leônidas Marques",15850
"RS",43,"07500","Espumoso",15843
"AL",27,"03007","Ibateguara",15840
"BA",29,"11402","Glória",15840
"MS",50,"04304","Iguatemi",15838
"PA",15,"01600","Bonito",15834
"BA",29,"25253","Ponto Novo",15830
"BA",29,"29057","São Félix do Coribe",15825
"AM",13,"02306","Jutaí",15824
"PE",26,"09105","Machados",15820
"ES",32,"03809","Muqui",15806
"BA",29,"26806","Rio do Antônio",15804
"SP",35,"07407","Borborema",15791
"PE",26,"12307","Saloá",15779
"BA",29,"27309","Salinas da Margarida",15772
"BA",29,"25600","Presidente Dutra",15734
"BA",29,"00306","Acajutiba",15727
"MA",21,"00808","Anapurus",15696
"PE",26,"12901","São Benedito do Sul",15683
"CE",23,"11900","Saboeiro",15678
"MG",31,"16100","Chapada do Norte",15675
"PR",41,"02802","Bela Vista do Paraíso",15656
"PA",15,"04752","Mojuí dos Campos",15646
"MG",31,"36009","Joaíma",15634
"SP",35,"35408","Panorama",15619
"MG",31,"42700","Montalvânia",15603
"MG",31,"02308","Alvinópolis",15599
"RN",24,"06502","Lagoa Nova",15590
"BA",29,"15205","Itagibá",15577
"RJ",33,"00936","Carapebus",15568
"SC",42,"04509","Corupá",15541
"MT",51,"05507","Vila Bela da Santíssima Trindade",15534
"MG",31,"46909","Papagaios",15516
"BA",29,"13804","Ipecaetá",15499
"MG",31,"20805","Cruzília",15497
"AM",13,"00904","Canutama",15490
"BA",29,"01353","Andorinha",15490
"GO",52,"15306","Orizona",15472
"SP",35,"49953","São Lourenço da Serra",15465
"RN",24,"04705","Ipanguaçu",15464
"AL",27,"06505","Passo de Camaragibe",15461
"ES",32,"01001","Boa Esperança",15460
"BA",29,"17409","Jacaraci",15459
"MG",31,"07802","Bom Jesus do Galho",15459
"PA",15,"07409","São Francisco do Pará",15454
"MA",21,"11029","São João do Carú",15450
"SC",42,"05001","Dionísio Cerqueira",15450
"BA",29,"26509","Ribeira do Amparo",15443
"SP",35,"14809","Eldorado",15436
"CE",23,"09201","Nova Olinda",15433
"PB",25,"04801","Coremas",15426
"PB",25,"01609","Barra de Santa Rosa",15421
"ES",32,"03304","Mantenópolis",15419
"RN",24,"10108","Poço Branco",15418
"BA",29,"12509","Ibipitanga",15413
"PB",25,"13406","Santa Luzia",15401
"MG",31,"33006","Itamonte",15391
"MG",31,"11507","Campos Altos",15387
"MT",51,"02603","Campinápolis",15386
"PB",25,"16904","Uiraúna",15382
"BA",29,"31608","Teolândia",15357
"SE",28,"02304","Frei Paulo",15349
"MA",21,"00873","Araguanã",15332
"SP",35,"45605","Santa Adélia",15331
"PE",26,"05806","Frei Miguelinho",15328
"MG",31,"08404","Botelhos",15322
"SP",35,"55109","Tupi Paulista",15321
"BA",29,"29008","São Félix",15310
"RN",24,"04507","Guamaré",15309
"CE",23,"04657","Graça",15307
"MG",31,"23908","Entre Rios de Minas",15292
"MG",31,"33105","Itanhandu",15290
"GO",52,"04300","Caçu",15287
"PE",26,"08404","Jurema",15284
"RS",43,"06502","Dom Feliciano",15279
"PB",25,"16508","Taperoá",15276
"MG",31,"25705","Felixlândia",15273
"PE",26,"09303","Mirandiba",15270
"MA",21,"04206","Fortuna",15262
"SP",35,"21903","Itajobi",15246
"MG",31,"12703","Capitão Enéas",15237
"SP",35,"50902","São Simão",15225
"PE",26,"15706","Triunfo",15221
"BA",29,"03235","Barro Alto",15217
"GO",52,"09952","Indiara",15213
"MA",21,"09403","Primeira Cruz",15207
"PE",26,"12455","Santa Cruz",15202
"PB",25,"16706","Teixeira",15191
"RJ",33,"05703","Sumidouro",15191
"MA",21,"02358","Buritirana",15180
"SE",28,"04201","Monte Alegre de Sergipe",15177
"SP",35,"22802","Itaporanga",15165
"SC",42,"09607","Lauro Muller",15149
"MG",31,"12000","Candeias",15147
"MG",31,"34004","Itinga",15147
"PR",41,"10508","Ipiranga",15139
"AP",16,"00154","Pedra Branca do Amapari",15125
"PR",41,"22008","Rio Azul",15125
"GO",52,"14002","Mozarlândia",15125
"RJ",33,"00902","Cambuci",15124
"BA",29,"04308","Brejões",15122
"GO",52,"07907","Flores de Goiás",15111
"BA",29,"18209","Jiquiriçá",15106
"SP",35,"04206","Auriflama",15085
"RN",24,"09902","Pendências",15083
"ES",32,"00300","Alfredo Chaves",15082
"PI",22,"04709","Inhuma",15065
"PR",41,"03909","Campina da Lagoa",15042
"MG",31,"33402","Itapagipe",15041
"RS",43,"20701","Sobradinho",15018
"MS",50,"03157","Coronel Sapucaia",15016
"PR",41,"07009","Curiúva",15004
"MS",50,"00203","Água Clara",14992
"AP",16,"00808","Vitória do Jari",14991
"MG",31,"40159","Mário Campos",14988
"PB",25,"16102","Soledade",14987
"PR",41,"21505","Rebouças",14981
"BA",29,"27606","Santa Brígida",14976
"RJ",33,"03104","Natividade",14960
"BA",29,"16856","Itatim",14957
"MG",31,"04304","Areado",14956
"RN",24,"09803","Pedro Velho",14954
"CE",23,"08203","Meruoca",14948
"MG",31,"42205","Miraí",14946
"PA",15,"05007","Nova Timboteua",14942
"MG",31,"45000","Nova Ponte",14934
"BA",29,"09109","Coribe",14933
"PR",41,"25100","São João do Triunfo",14927
"CE",23,"11108","Porteiras",14921
"MT",51,"05903","Nobres",14917
"MT",51,"05176","Juruena",14913
"MG",31,"58201","Santa Maria do Suaçuí",14896
"MG",31,"08909","Brazópolis",14889
"CE",23,"02057","Barroquinha",14880
"CE",23,"11355","Quixelô",14860
"RN",24,"05603","Jardim de Piranhas",14858
"SC",42,"11603","Nova Veneza",14837
"MG",31,"14105","Carmo de Minas",14822
"ES",32,"02702","Itaguaçu",14815
"PE",26,"11408","Primavera",14798
"PE",26,"09808","Orocó",14794
"BA",29,"06600","Candiba",14792
"SP",35,"20905","Ipaussu",14766
"SP",35,"38204","Pinhalzinho",14763
"BA",29,"04001","Boninal",14760
"MA",21,"06805","Mirinzal",14744
"RS",43,"17905","Santo Cristo",14738
"BA",29,"26103","Retirolândia",14730
"BA",29,"20908","Mascote",14728
"SP",35,"06706","Boa Esperança do Sul",14727
"RJ",33,"02056","Italva",14723
"PA",15,"08357","Vitória do Xingu",14719
"CE",23,"00903","Apuiarés",14719
"BA",29,"15353","Itaguaçu da Bahia",14718
"PR",41,"23006","Salto do Lontra",14713
"PE",26,"08305","Jupi",14712
"RS",43,"05454","Cidreira",14710
"PR",41,"10607","Iporã",14704
"PE",26,"08057","Jatobá",14703
"ES",32,"05176","Vila Valério",14697
"PR",41,"00608","Alto Paraná",14693
"BA",29,"01403","Angical",14690
"PA",15,"01725","Brasil Novo",14689
"MG",31,"68408","Tarumirim",14667
"SP",35,"46009","Santa Branca",14667
"BA",29,"33059","Várzea da Roça",14662
"PB",25,"16607","Tavares",14661
"PE",26,"16506","Xexéu",14651
"RS",43,"23804","Xangri-lá",14650
"MA",21,"07456","Olinda Nova do Maranhão",14637
"MG",31,"55702","Rio Piracicaba",14624
"MT",51,"04203","Guiratinga",14615
"RN",24,"14605","Upanema",14609
"AL",27,"07206","Poço das Trincheiras",14575
"BA",29,"03003","Barra do Mendes",14560
"MG",31,"02001","Alterosa",14551
"SP",35,"53955","Tarumã",14547
"MG",31,"06903","Bicas",14545
"MA",21,"03257","Cidelândia",14539
"PR",41,"15408","Marmeleiro",14539
"MG",31,"10301","Caldas",14529
"PE",26,"00609","Alagoinha",14517
"MA",21,"07209","Nina Rodrigues",14489
"MG",31,"39904","Maria da Fé",14488
"RO",11,"00700","Campo Novo de Rondônia",14484
"GO",52,"09200","Guapó",14482
"BA",29,"32408","Uibaí",14474
"MT",51,"06158","Nova Bandeirantes",14473
"PB",25,"00502","Alagoinha",14464
"MG",31,"28105","Guapé",14460
"MG",31,"40803","Matias Barbosa",14449
"PR",41,"04709","Carlópolis",14431
"SE",28,"04904","Pacatuba",14420
"BA",29,"09406","Cotegipe",14414
"PR",41,"23808","Santa Izabel do Oeste",14411
"BA",29,"09703","Cristópolis",14403
"PI",22,"10706","Simões",14398
"PI",22,"03503","Elesbão Veloso",14383
"PB",25,"07309","Jacaraú",14378
"CE",23,"09003","Mucambo",14377
"MG",31,"00609","Água Boa",14370
"BA",29,"22607","Nilo Peçanha",14368
"AC",12,"00013","Acrelândia",14366
"RN",24,"00703","Alto do Rodrigues",14365
"PE",26,"12554","Santa Filomena",14355
"SP",35,"36307","Patrocínio Paulista",14351
"RS",43,"17806","Santo Augusto",14334
"MG",31,"09501","Cabo Verde",14330
"BA",29,"02500","Baianópolis",14323
"PR",41,"07504","Engenheiro Beltrão",14314
"RN",24,"01206","Arês",14307
"PI",22,"07504","Palmeirais",14295
"SP",35,"16002","Flórida Paulista",14282
"PE",26,"04155","Casinhas",14274
"RS",43,"01107","Arroio dos Ratos",14255
"BA",29,"20403","Manoel Vitorino",14251
"SC",42,"06009","Governador Celso Ramos",14229
"BA",29,"24058","Pé de Serra",14226
"PE",26,"01300","Barra de Guabiraba",14224
"MA",21,"10302","Santo Antônio dos Lopes",14222
"MA",21,"02556","Campestre do Maranhão",14219
"PR",41,"18808","Peabiru",14198
"RS",43,"06007","Crissiumal",14195
"GO",52,"21700","Uruana",14195
"PR",41,"17800","Palmital",14189
"BA",29,"13457","Igrapiúna",14187
"MA",21,"05153","Igarapé do Meio",14147
"PR",41,"26678","Tamarana",14143
"PB",25,"06400","Gurinhém",14134
"MG",31,"54903","Rio Casca",14130
"CE",23,"06009","Iracema",14125
"PI",22,"05409","Joaquim Pires",14123
"MG",31,"04601","Astolfo Dutra",14118
"PB",25,"02805","Brejo do Cruz",14107
"SC",42,"11504","Nova Trento",14099
"PR",41,"01705","Araruna",14098
"MS",50,"05806","Nioaque",14092
"SP",35,"34906","Pacaembu",14086
"MA",21,"08405","Peri Mirim",14074
"PI",22,"00301","Alto Longá",14070
"BA",29,"03706","Boa Nova",14069
"RS",43,"05207","Cerro Largo",14069
"PI",22,"10508","São Pedro do Piauí",14056
"RO",11,"00379","Alto Alegre dos Parecis",14045
"MG",31,"71600","Virgem da Lapa",14043
"PR",41,"08502","General Carneiro",14038
"AL",27,"08956","Senador Rui Palmeira",14036
"SE",28,"06305","Santa Luzia do Itanhy",14034
"SP",35,"27603","Luís Antônio",14021
"ES",32,"02603","Iconha",14016
"PE",26,"12703","Santa Maria do Cambucá",14013
"SP",35,"19055","Holambra",14012
"RS",43,"21402","Tenente Portela",14008
"PA",15,"02855","Curuá",13996
"SP",35,"28809","Maracaí",13981
"SP",35,"38501","Piquete",13976
"BA",29,"02005","Aracatu",13962
"BA",29,"20452","Mansidão",13959
"AM",13,"02207","Juruá",13956
"MA",21,"11722","Satubinha",13949
"AL",27,"08907","Satuba",13949
"MG",31,"23205","Dores do Indaiá",13923
"SC",42,"16701","São José do Cedro",13897
"RN",24,"14209","Tibau do Sul",13895
"SP",35,"41703","Quatá",13893
"PR",41,"19806","Planalto",13889
"MA",21,"11763","Senador La Rocque",13877
"SC",42,"17600","Siderópolis",13870
"SC",42,"07106","Ilhota",13857
"PB",25,"09206","Massaranduba",13853
"MS",50,"06358","Paranhos",13852
"BA",29,"30600","Serrolândia",13832
"RN",24,"00505","Alexandria",13827
"SP",35,"51405","Serra Azul",13810
"PR",41,"14005","Mamborê",13798
"PR",41,"11407","Ivaí",13797
"RJ",33,"04128","Quatis",13785
"BA",29,"02658","Banzaê",13765
"MG",31,"04700","Ataléia",13762
"PR",41,"20002","Porecatu",13754
"PR",41,"13908","Mallet",13738
"BA",29,"01304","Andaraí",13737
"MG",31,"00302","Abre Campo",13733
"MG",31,"42007","Mirabela",13726
"MG",31,"17702","Conceição do Rio Verde",13724
"BA",29,"11857","Heliópolis",13718
"PB",25,"12408","Puxinanã",13715
"RN",24,"04606","Ielmo Marinho",13714
"BA",29,"05503","Caldeirão Grande",13713
"BA",29,"26707","Rio de Contas",13712
"PR",41,"14500","Manoel Ribas",13708
"PB",25,"15500","Serra Branca",13707
"MS",50,"02605","Camapuã",13694
"PE",26,"15508","Tracunhaém",13689
"CE",23,"13906","Uruoca",13677
"GO",52,"09903","Iaciara",13675
"GO",52,"22005","Vianópolis",13675
"CE",23,"04509","Frecheirinha",13669
"SP",35,"56008","Urupês",13655
"PR",41,"09302","Guaraniaçu",13641
"PR",41,"27965","Turvo",13640
"PE",26,"07703","Itapetim",13638
"SP",35,"22901","Itapuí",13618
"PA",15,"07508","São João do Araguaia",13616
"BA",29,"22656","Nordestina",13597
"PI",22,"03305","Demerval Lobão",13595
"CE",23,"08377","Miraíma",13583
"MG",31,"01003","Águas Vermelhas",13576
"RJ",33,"01801","Engenheiro Paulo de Frontin",13576
"MG",31,"29707","Ibiraci",13575
"PR",41,"21901","Ribeirão do Pinhal",13557
"MA",21,"03158","Centro do Guilherme",13555
"PR",41,"22156","Rio Bonito do Iguaçu",13552
"RS",43,"02907","Cacequi",13552
"PB",25,"00908","Arara",13538
"BA",29,"31707","Terra Nova",13536
"AL",27,"04807","Maribondo",13514
"PR",41,"04451","Cantagalo",13505
"PR",41,"17107","Nova Londrina",13486
"MA",21,"12852","Vila Nova dos Martírios",13480
"BA",29,"33158","Várzea Nova",13454
"MG",31,"43005","Monte Belo",13453
"MG",31,"56007","Rio Vermelho",13453
"MT",51,"03700","Feliz Natal",13451
"BA",29,"30758","Sítio do Mato",13437
"MG",31,"40506","Martinho Campos",13436
"AM",13,"04260","Uarini",13428
"TO",17,"13304","Miranorte",13426
"AM",13,"03957","São Sebastião do Uatumã",13421
"SP",35,"41208","Presidente Bernardes",13420
"BA",29,"28059","Santa Luzia",13398
"PR",41,"11902","Jaguapitã",13398
"PE",26,"04403","Chã de Alegria",13396
"MA",21,"10237","Santana do Maranhão",13395
"RS",43,"01206","Arroio do Tigre",13388
"BA",29,"29800","Saúde",13385
"CE",23,"03931","Choró",13384
"MG",31,"57708","Santa Juliana",13380
"ES",32,"02652","Irupi",13380
"GO",52,"13004","Maurilândia",13379
"RS",43,"01909","Barra do Ribeiro",13365
"SC",42,"04558","Correia Pinto",13358
"PR",41,"18006","Paraíso do Norte",13345
"SP",35,"39400","Piratininga",13335
"BA",29,"25709","Presidente Jânio Quadros",13334
"MG",31,"32206","Itaguara",13329
"RS",43,"00802","Antônio Prado",13306
"RN",24,"11403","Santana do Matos",13289
"TO",17,"16505","Pedro Afonso",13288
"PB",25,"09404","Mogeiro",13286
"RS",43,"08102","Feliz",13273
"BA",29,"16906","Itiruçu",13254
"AL",27,"06448","Paripueira",13252
"SE",28,"03401","Japoatã",13238
"PA",15,"06112","Quatipuru",13237
"SP",35,"32009","Morungaba",13232
"CE",23,"05266","Ibaretama",13218
"SE",28,"07501","Tomar do Geru",13208
"BA",29,"15106","Itagi",13199
"RS",43,"02352","Bom Princípio",13189
"RN",24,"04309","Governador Dix-Sept Rosado",13157
"CE",23,"10100","Palmácia",13145
"CE",23,"08351","Milhã",13136
"PB",25,"08604","Lucena",13121
"SP",35,"04404","Avanhandava",13112
"SP",35,"53005","Taguaí",13111
"RO",11,"01708","Urupá",13106
"RN",24,"09100","Passa e Fica",13099
"PA",15,"02764","Cumaru do Norte",13093
"PE",26,"02704","Buenos Aires",13085
"SP",35,"53609","Tapiratiba",13062
"SP",35,"42909","Ribeirão Bonito",13060
"BA",29,"30907","Tabocas do Brejo Velho",13057
"MG",31,"37403","Lagoa Dourada",13056
"MG",31,"10707","Cambuquira",13053
"SP",35,"51801","Sete Barras",13053
"PE",26,"08602","Lagoa do Ouro",13033
"RN",24,"12302","São José do Campestre",13007
"AM",13,"00086","Anamã",12978
"TO",17,"09005","Goiatins",12973
"MG",31,"16159","Chapada Gaúcha",12971
"BA",29,"19405","Licínio de Almeida",12969
"MT",51,"08006","Tapurah",12967
"AL",27,"02801","Flexeiras",12966
"CE",23,"03907","Chaval",12952
"SP",35,"41901","Queluz",12949
"SP",35,"25508","Joanópolis",12947
"ES",32,"01704","Conceição do Castelo",12944
"BA",29,"33455","Wanderley",12935
